n_gt_030,n_gt_045,global_max_absCC
0,0,0.2363076320352317
0,0,0.2888435452688988
24,2,0.4867934782688331
1,0,0.39771463758580755
0,0,0.18326021566089098
0,0,0.16594812412443866
0,0,0.17182435999379725
0,0,0.1947929522526537
0,0,0.23714665062060933
0,0,0.2291512104553656
2,0,0.34328855110098816
0,0,0.20003843835831894
0,0,0.21126644855131946
3,0,0.31321780158322643
0,0,0.28716326806637926
0,0,0.20168504271544901
0,0,0.18928787510238315
0,0,0.1943730078050575
0,0,0.2658992747277929
0,0,0.2711250132798314
0,0,0.29507775877169296
0,0,0.2760611116519885
0,0,0.18883512969067312
0,0,0.2751702901880224
0,0,0.16170260797418978
0,0,0.23712385239614917
0,0,0.15508922812304077
0,0,0.14716400083652859
0,0,0.24398551668342644
0,0,0.16515693182266655
0,0,0.21999116073645605
0,0,0.2680503204856805
0,0,0.2172988178070692
0,0,0.29812709382042357
0,0,0.2025464294904654
0,0,0.23671797883904844
0,0,0.24948379448210317
0,0,0.272981773011175
0,0,0.1289238717665391
1,0,0.34575551743201727
0,0,0.2886439480341565
0,0,0.15210730925678737
0,0,0.22087829887754162
0,0,0.24705756857463299
0,0,0.256774869097002
1,0,0.3779239750028943
0,0,0.18408283646306386
1,0,0.35213674510471105
0,0,0.17309006255501241
0,0,0.28715934997552894
0,0,0.2763634975215842
0,0,0.26055480221752353
0,0,0.21224301829559733
0,0,0.1612480572901437
52,3,0.5506802136861091
0,0,0.19123780253929284
0,0,0.1750092398623754
3,0,0.34254146270140273
0,0,0.1688367536389826
0,0,0.2588372469814177
0,0,0.1774842056151643
1,0,0.33728153422831536
0,0,0.16387952794735527
0,0,0.16779272808819432
1,0,0.33536565270287516
0,0,0.23723188796331246
0,0,0.24440400126010148
0,0,0.24184232299369132
0,0,0.20791872093092856
0,0,0.16140885145695177
0,0,0.2745772174725665
1,0,0.35572955035577186
0,0,0.20070434460728528
0,0,0.20951594545243338
0,0,0.28020329786078646
32,1,0.4642487735258686
0,0,0.2027582397265218
0,0,0.23011032046632168
1,0,0.43445744761880273
35,1,0.47881644886535135
0,0,0.1578196963177095
0,0,0.29925257446878073
0,0,0.19056744297402936
1,0,0.31263637571514047
0,0,0.20583253062088278
2,0,0.40150346091617967
0,0,0.2306137257123186
1,0,0.354637270219622
0,0,0.15682145414939774
1,0,0.318189431951645
0,0,0.19893644184962578
0,0,0.23670707454460904
0,0,0.22283519619552053
5,0,0.4341289905672844
0,0,0.15311132650993706
1,0,0.3157063942266808
0,0,0.275732954803873
0,0,0.2317325856568674
0,0,0.2760265799624638
0,0,0.22229934632983225
1,0,0.32670862874633533
4,1,0.5063985340707157
0,0,0.2719921504636041
1,0,0.379738692183189
0,0,0.2990685703734348
0,0,0.2667051077745087
0,0,0.22579196477276983
0,0,0.1826398794924949
13,0,0.3659904888904703
0,0,0.20881829600124194
0,0,0.2587794168579457
1,0,0.30850510947486953
0,0,0.2085087066408947
0,0,0.19937901840552177
0,0,0.13990551133958057
0,0,0.17268587617644074
0,0,0.2180557846170823
0,0,0.21565488756921877
1,0,0.38848394361052613
0,0,0.22800922184947844
2,0,0.3231031900162782
0,0,0.17695930034957702
0,0,0.1535508278062735
0,0,0.24227491777614218
8,1,0.47440145169835374
0,0,0.16810069314952594
0,0,0.22650535228323151
0,0,0.1806303912198727
0,0,0.16901936394689143
0,0,0.15654387426564323
2,1,0.4933940557587536
8,0,0.4120439790390839
0,0,0.16777503251646883
0,0,0.20232904218704179
0,0,0.24942675361385294
3,0,0.34671948225034416
0,0,0.26395046794131516
0,0,0.23486166387735946
0,0,0.18243283950483272
0,0,0.24331901729701474
0,0,0.19023635890609822
0,0,0.18465206481045837
1,0,0.35068213632746054
0,0,0.20776691890325164
0,0,0.25374315484963567
0,0,0.24567867840475144
0,0,0.22992295282364442
0,0,0.21977300837595184
1,0,0.3055983140161615
0,0,0.2663091173036403
0,0,0.13367811472783883
3,1,0.5294896475228106
0,0,0.27801273920047487
0,0,0.20828247996822735
2,0,0.3182395163411377
6,0,0.3723911885369538
0,0,0.2669378480729639
0,0,0.2761176460117236
0,0,0.18652501604452476
0,0,0.28014552192838915
2,0,0.3100704669961764
0,0,0.25538718687832457
0,0,0.2391539805494201
0,0,0.23347971626327577
0,0,0.2545674061621528
1,1,0.513782469653906
0,0,0.27778203186745715
1,0,0.30884847758914574
0,0,0.16026626875704617
0,0,0.21533726445978016
0,0,0.1387213547887046
0,0,0.24593752464277524
18,0,0.3792789830001089
0,0,0.27382937214726305
0,0,0.27103266074584564
17,1,0.46202231530467003
0,0,0.23712688761178716
0,0,0.20333582721397314
0,0,0.2089531576467455
0,0,0.21912443827841643
1,0,0.3373709054161883
3,0,0.34312224163138966
47,0,0.3989964161339625
0,0,0.16135861824381792
2,0,0.3195794769658745
0,0,0.23172166430790145
0,0,0.18835956319125038
0,0,0.2852215788568803
0,0,0.16091921886608
0,0,0.1479249625494071
1,0,0.3402751056268044
0,0,0.28271474230488025
1,0,0.4246531692481294
0,0,0.25834080743689425
0,0,0.24895747979439872
0,0,0.19545928675877133
0,0,0.2908927486750336
8,5,0.5121738378672317
0,0,0.2671184967158806
0,0,0.2615035153295284
1,0,0.32913838934004447
1,0,0.334466214728842
0,0,0.24361444466529356
12,1,0.47617238287233155
1,0,0.3422074816433751
0,0,0.2532160787543788
0,0,0.1718401753369091
0,0,0.20344813463266176
0,0,0.18487288722078363
4,0,0.3198016041227401
3,0,0.353387619399115
0,0,0.1762708934064972
0,0,0.237682965912659
0,0,0.23514022847285507
1,0,0.3009656029215027
0,0,0.251827853194233
0,0,0.2122402798008593
0,0,0.2371266741495566
0,0,0.2914726255936325
0,0,0.26766139215373025
0,0,0.2737417776264076
0,0,0.21426581133260966
0,0,0.18088937034174882
0,0,0.2518622347532189
12,0,0.4249956721634808
2,0,0.347629850775971
0,0,0.23647734353926347
0,0,0.19629771836266915
0,0,0.2119047337319474
0,0,0.1494692576959903
5,0,0.41569742627401085
4,0,0.374838659727524
0,0,0.1852505729579021
0,0,0.16896030720176283
6,0,0.3522436990765951
0,0,0.22457219296003791
5,0,0.37791619019963474
0,0,0.20847861281011695
0,0,0.1974179314515765
0,0,0.2060108472978728
0,0,0.2283800317577077
0,0,0.27616688968218184
0,0,0.20340762256304784
61,3,0.5283772492931036
2,0,0.31932307443230806
0,0,0.2708698731660278
0,0,0.27294813875697976
0,0,0.15178441997722525
1,0,0.35161068319420247
1,0,0.3631014805033026
0,0,0.22742652460627907
0,0,0.28408831191924977
0,0,0.24309053851671128
1,0,0.387196565167767
2,0,0.37988921449683494
1,0,0.30405413896136535
1,0,0.3025575816405644
0,0,0.1893163439198017
0,0,0.19006686964604433
2,0,0.3343938920033913
0,0,0.23384079193209137
0,0,0.2790871083667334
0,0,0.2319942758719532
0,0,0.2558190419523621
0,0,0.23953229441397336
0,0,0.23538335453709033
0,0,0.2590183172497511
0,0,0.2729865635787155
0,0,0.2252710302846607
0,0,0.22289596120644242
0,0,0.2699411380897992
0,0,0.27227987278862703
0,0,0.2585343726736758
0,0,0.2615795206914469
2,0,0.33904049832039973
5,0,0.37195082445133204
0,0,0.19926135226150707
0,0,0.19751013402885653
0,0,0.20208293148500886
0,0,0.21198321831236003
0,0,0.28541406816363235
0,0,0.2526367925161235
0,0,0.23401559667459107
0,0,0.2908936079637055
1,0,0.30840858506278646
0,0,0.26097964302661647
0,0,0.17937841660746598
0,0,0.2853362359238489
0,0,0.21799072953522233
1,0,0.3072469726736608
0,0,0.27022054922550126
0,0,0.17258164203055953
0,0,0.2630273665338638
0,0,0.2752255059254063
0,0,0.28704344528773884
0,0,0.2854711222305716
0,0,0.2640504777289021
1,0,0.3021482865386944
0,0,0.1665918714882614
0,0,0.28585041831767904
0,0,0.27653798674033003
0,0,0.1657363145698545
0,0,0.2161061552335126
1,0,0.3144296423584185
0,0,0.18500693136554566
0,0,0.2574211705633266
4,0,0.3616316042718169
0,0,0.2551026721002196
0,0,0.211186952262762
0,0,0.2657278317160977
0,0,0.2545890713820719
6,0,0.3684300425565851
0,0,0.25245855728798583
1,0,0.3192630019955503
0,0,0.2485012278966242
0,0,0.13679190533476035
0,0,0.22900309174874472
0,0,0.2962606010032573
2,0,0.3099002048971569
2,0,0.389706331785703
0,0,0.19022675676648626
1,0,0.31010545837195896
0,0,0.17332991882284943
0,0,0.25763075073733804
0,0,0.20734697744454778
0,0,0.1430179809029227
0,0,0.25558273853253893
0,0,0.14519672063602596
0,0,0.18411595277603374
0,0,0.18925748495163688
5,0,0.38766168140138507
0,0,0.21553584943840343
0,0,0.20451841594123887
0,0,0.17855071198964817
0,0,0.18208064071928298
8,0,0.40679465950652954
0,0,0.2239707815877994
3,0,0.34736534305706634
2,0,0.3782395991540108
0,0,0.28122669263139494
0,0,0.189246857844811
0,0,0.18929232204307148
0,0,0.21862922143667807
0,0,0.2372316220361551
5,0,0.42303849431021473
0,0,0.21660172676958644
0,0,0.15060958570159336
0,0,0.23482120734741974
1,0,0.3059682721841562
0,0,0.20532099749393468
0,0,0.238033795030165
0,0,0.2622659161263989
0,0,0.23100789663065055
0,0,0.24856622540672335
1,0,0.3177377653755365
0,0,0.25977482983885236
0,0,0.2585649054877175
0,0,0.17508640321503954
0,0,0.2654437948477447
1,0,0.3016947394445165
1,0,0.3048892949929462
0,0,0.1852154964523006
0,0,0.19315638046359224
2,0,0.3238943929126227
0,0,0.21270851405960595
0,0,0.20605752377688388
0,0,0.23057724980158678
0,0,0.2730859954678185
1,0,0.34756075158623856
0,0,0.2871025097047564
0,0,0.2521836611458412
0,0,0.19810690199662762
0,0,0.20802715529344573
0,0,0.15325703442357955
1,0,0.337107102293779
0,0,0.18829025247005202
0,0,0.2277887433158576
1,0,0.3389839520469001
1,1,0.4703917281675368
0,0,0.287746923116717
0,0,0.2758609258269287
0,0,0.26948389610160434
0,0,0.16655790112072633
0,0,0.18138296313957825
15,4,0.6232186860084236
7,1,0.47654859462605226
8,0,0.42490105374127757
0,0,0.15550035550389052
3,0,0.33122241641178674
0,0,0.28029133347377044
0,0,0.19835578668952616
1,0,0.3247389812590922
0,0,0.1852148442824919
2,0,0.35418037120069984
0,0,0.2592446573677104
5,1,0.49637038244879356
0,0,0.19061155380397266
0,0,0.14461841886363455
0,0,0.22738553118671548
1,0,0.3163987411753371
0,0,0.1470492410948222
0,0,0.23839601578095046
2,0,0.34585489399120906
0,0,0.1792738123933307
0,0,0.22567742865460405
0,0,0.25317752522651954
0,0,0.16918163990497995
25,0,0.44663970467734104
0,0,0.17857449096737713
34,1,0.5311007327931475
3,0,0.3504886995145179
0,0,0.19598848820237713
0,0,0.16887393358042044
1,0,0.323006793239875
0,0,0.2558789873535836
0,0,0.2521590118268109
0,0,0.23525877658710148
0,0,0.21385862580341825
1,0,0.35291334633448107
1,0,0.32263562429210957
0,0,0.21206080763411284
0,0,0.27448040484643044
0,0,0.19801577679719856
9,0,0.37748891290849057
0,0,0.27383869397745275
0,0,0.18695308426342583
0,0,0.21627794333267805
1,0,0.35433140923584766
2,0,0.3301181752324614
0,0,0.2258837648307998
0,0,0.24984233885457494
0,0,0.2266437260613315
0,0,0.2698906784915
0,0,0.2407487555906652
0,0,0.2017485074723513
4,0,0.387925311414152
0,0,0.18643199558727033
1,0,0.3163405646856468
35,6,0.6461753718812899
0,0,0.25305822658241944
0,0,0.19149246810651183
0,0,0.2306018964474273
0,0,0.2244996187144125
0,0,0.2086578581123055
0,0,0.22436814016147685
0,0,0.27004045852170694
0,0,0.2562771743139513
0,0,0.16706036421495665
0,0,0.2328597877924939
0,0,0.266041756913309
0,0,0.21578145090417153
0,0,0.20442981837704527
0,0,0.2410296435582233
0,0,0.29642817347264594
0,0,0.29208976532327324
0,0,0.17749909342909995
0,0,0.22476935111454754
0,0,0.24627733273709343
0,0,0.19955565436174683
0,0,0.1953712494619305
0,0,0.19569429519842174
0,0,0.28647521565652306
0,0,0.23827818289472485
0,0,0.24657761323767757
0,0,0.18199983098216918
0,0,0.18276377709974231
0,0,0.22519054640308395
1,0,0.32110008019717573
0,0,0.28645543846726873
0,0,0.16699413436037733
7,0,0.3580930014296748
0,0,0.28308457909585527
0,0,0.1808503615752089
0,0,0.22402957634692622
0,0,0.23315273898885325
0,0,0.16835046443409582
0,0,0.2608837014432575
0,0,0.2971776743124816
0,0,0.2817131553236367
15,0,0.39991125560000546
8,0,0.4141518355495853
0,0,0.24827352449804915
0,0,0.2536656941828753
0,0,0.24186087453883345
1,0,0.3139944100904023
0,0,0.24772693837047854
2,0,0.39550382606193113
0,0,0.23643532485153954
0,0,0.15468324657391663
2,1,0.4716526863521259
0,0,0.18588389984784548
0,0,0.17728704658519592
0,0,0.25047679716631116
5,0,0.3721567438589069
0,0,0.21970942767820334
0,0,0.2644704782043899
0,0,0.17804083792277633
0,0,0.2725900940718926
0,0,0.2333533090107999
0,0,0.1980797289070268
15,1,0.4906897440245859
0,0,0.18720469839153056
1,0,0.3156335471248351
0,0,0.16363146622803534
8,1,0.4622420326708215
0,0,0.2636585445134988
0,0,0.2767462303856078
0,0,0.17929222193267763
0,0,0.15973741079427858
0,0,0.2562081312183619
77,16,0.5447673641908367
0,0,0.1868991180972057
2,0,0.34927588093475376
0,0,0.214378529913744
0,0,0.15846466182111318
0,0,0.19227701757704188
0,0,0.29006114012950046
0,0,0.24645398330365909
0,0,0.15475917948809212
0,0,0.20765364981565315
0,0,0.15171419360169935
0,0,0.20708046525325188
0,0,0.2671938229369171
0,0,0.265739641802204
0,0,0.212604028994501
0,0,0.25850468297864165
2,0,0.3219913771753515
0,0,0.29528048229564874
0,0,0.18418297299118525
3,0,0.4273599016641275
0,0,0.1670361979040138
0,0,0.17583096072423476
0,0,0.2696672694600011
0,0,0.24276830289480536
0,0,0.2203549812829607
1,0,0.30143440531600785
0,0,0.18512497966779665
0,0,0.19378172849020897
3,0,0.3359783281175078
0,0,0.2502462366537337
0,0,0.2298605031474093
0,0,0.22670519736601097
0,0,0.2500076091323347
6,0,0.4402628613634165
0,0,0.16713472549693856
1,0,0.3226990502320756
0,0,0.23151455490196932
18,1,0.5281736639698182
0,0,0.25609846475969783
0,0,0.2426175882788686
0,0,0.24482748135628096
54,3,0.5224832294106687
0,0,0.17807258231238882
1,0,0.351859334681784
0,0,0.19708082178215003
0,0,0.1785014212690509
2,0,0.39596710685173503
35,1,0.4502570603429587
0,0,0.16981506859346646
2,0,0.4102698060427141
0,0,0.1705717097191332
1,0,0.31004805924205464
0,0,0.2594508525630567
0,0,0.28338731053095023
2,0,0.31097174844458497
81,4,0.5286088028768225
0,0,0.2032202509694542
0,0,0.2778066057777672
0,0,0.22595352476668046
4,0,0.4433576398373528
3,1,0.563240328636181
0,0,0.16709930273626597
0,0,0.23815240914780147
0,0,0.17789468659771163
0,0,0.2094188111589829
19,2,0.4744094435736276
2,0,0.33056869221144786
1,0,0.39772804049064525
0,0,0.16187867228429761
0,0,0.2867780342153999
0,0,0.21721276476504808
0,0,0.1984931831286331
0,0,0.2104071573401054
0,0,0.2885160197128447
66,2,0.5102770956832895
3,1,0.46263719396040026
0,0,0.25255978788448286
0,0,0.2619605195664125
0,0,0.19687795214943457
0,0,0.22726398768237038
0,0,0.19475512027691608
0,0,0.1736331690973523
0,0,0.21450392309099098
0,0,0.2969056822087613
0,0,0.19250903505528474
0,0,0.19188693393999895
0,0,0.20722376865919065
4,0,0.3830119963849796
0,0,0.20688883961604473
0,0,0.28119584833187705
0,0,0.287635212824088
2,0,0.32399511580308615
0,0,0.29060108498611437
0,0,0.28753810075786534
0,0,0.2572909006910858
0,0,0.17972263181458248
0,0,0.24947310023823704
0,0,0.2414440476724214
1,0,0.3046421685302866
0,0,0.27890160243815476
0,0,0.2957485117742293
0,0,0.23267982319320235
0,0,0.2239476842806565
1,0,0.3339718570880601
4,0,0.4182373710635469
0,0,0.2846887413206348
0,0,0.19704430246212276
0,0,0.19303331220653655
0,0,0.2966948567447245
1,0,0.33607111260731976
3,0,0.3629252900366819
0,0,0.26100774054282966
1,0,0.3463216084677194
1,0,0.3023618558605966
1,0,0.4377944248845674
23,2,0.4713360893199604
0,0,0.18245211382758822
0,0,0.2466000830707607
2,0,0.4090797366510213
0,0,0.2664192988283356
0,0,0.188495264489246
1,0,0.3130702339965895
18,0,0.4346624455336959
1,0,0.3255969469806769
0,0,0.14072584169156654
0,0,0.25150070313307477
0,0,0.27769615316213564
0,0,0.2089098340565568
6,0,0.4324581210279523
0,0,0.2762700711390656
0,0,0.18749850273168617
0,0,0.18226891186899744
0,0,0.2171016258853302
1,0,0.31238873990696997
0,0,0.15877086295667922
0,0,0.24859182415938133
0,0,0.19794500381403793
0,0,0.1677378314400667
1,0,0.3101600366301418
0,0,0.2679022278004504
0,0,0.2260673239553139
0,0,0.20121916981531113
0,0,0.22745256428524213
0,0,0.21523212284813656
2,0,0.3905574067058312
0,0,0.20855215890307463
0,0,0.24333895147712128
2,1,0.48217951083819655
3,0,0.3617587537703083
0,0,0.15162860257855706
3,1,0.47877940371221434
53,1,0.5102320921795857
131,43,0.7105786082410115
0,0,0.24138205828643078
0,0,0.18758559757973922
0,0,0.19285276360604858
0,0,0.2174062002859419
0,0,0.18646057799845256
0,0,0.26338486656994414
0,0,0.18663741694959105
3,0,0.3166668086888741
0,0,0.17647905528765853
1,0,0.33786499650664165
0,0,0.2953311986397293
0,0,0.17388634056694657
52,2,0.5047458101741414
0,0,0.2530554711302954
7,0,0.35178095983323615
0,0,0.2065802429547101
0,0,0.2880177983783588
0,0,0.26136017306975345
0,0,0.18738950750572225
0,0,0.1549023283115283
0,0,0.14859633935775585
0,0,0.2985690548304608
1,0,0.31726576351628194
0,0,0.1990447516169589
0,0,0.1931003817217771
0,0,0.25235709581745364
0,0,0.19627287194644902
4,0,0.4436421134789582
0,0,0.21590625368954228
0,0,0.1862440070876943
0,0,0.24578579739698161
1,0,0.30949681190877737
2,0,0.3529642883041696
1,0,0.32481622239423846
0,0,0.1961042587250839
0,0,0.2597861498714523
0,0,0.2769802515351428
11,0,0.4404859983812061
0,0,0.22344708674599492
0,0,0.23590820213516084
0,0,0.2208093197326561
1,0,0.3005365878239503
0,0,0.17331024171473178
0,0,0.2294651672099769
1,0,0.3579297109004842
1,0,0.31578419030555555
39,0,0.4395877665474993
0,0,0.20962714251608439
0,0,0.1621718983348899
0,0,0.26937971896336094
1,0,0.44060071459706057
0,0,0.24764614752663594
1,0,0.311703946171522
0,0,0.2002194198423402
0,0,0.24759555873949515
0,0,0.22962019526109292
20,2,0.5597936149083452
0,0,0.28292061628339615
0,0,0.16212466520008473
0,0,0.18216284067599842
0,0,0.17125924951063295
0,0,0.28049095610738717
0,0,0.25288422346903383
0,0,0.15843842555870166
1,0,0.3247524872413183
1,0,0.30327145392503174
3,0,0.38009123803146566
0,0,0.17894943550778147
4,0,0.36188316952316857
0,0,0.24221006434360512
4,0,0.37078626466066866
0,0,0.17571915278450248
0,0,0.26540575602113853
1,0,0.3407243208229723
0,0,0.1875044778753158
0,0,0.2378817649171715
4,0,0.3715227837652847
0,0,0.25708381112713147
0,0,0.2262184102093678
0,0,0.22362454991765798
0,0,0.2547298238061764
0,0,0.1601780636713347
2,1,0.5559825047492324
1,0,0.30094727994056125
0,0,0.18594716167749498
0,0,0.20556181223092498
0,0,0.2599893448902375
0,0,0.18229443176886545
1,0,0.33464945920589795
0,0,0.28372454210651976
0,0,0.20373219891242056
0,0,0.165132182363843
0,0,0.23145037329534998
0,0,0.1507572753710832
0,0,0.28283468492302544
0,0,0.23865874837117645
0,0,0.2029199870610788
0,0,0.24677620797757055
0,0,0.19697060748201087
0,0,0.15945477582544898
0,0,0.17170301961032725
0,0,0.18731277049299377
1,0,0.31311324246073957
0,0,0.20153662882587048
0,0,0.14697692956067104
1,0,0.3343374636439377
6,0,0.4069481105649543
0,0,0.2658625211915948
0,0,0.21158483192122915
0,0,0.18960537640629696
0,0,0.2959737734719952
13,1,0.4841976876591578
0,0,0.22868106627209067
0,0,0.1987600763290595
1,0,0.31432216499203425
0,0,0.24321572475441414
0,0,0.2368180216489431
0,0,0.18385843730105186
3,0,0.3675767086009596
4,0,0.3447119445806328
8,0,0.4107095452904469
0,0,0.2202314302816619
0,0,0.18046219247765719
0,0,0.24680733207966551
0,0,0.20045649526176718
0,0,0.24120763491132355
0,0,0.2286096877845289
0,0,0.22422258287506053
0,0,0.18875407324443033
0,0,0.24363167495701024
1,0,0.3546770513451162
0,0,0.2965949548234518
0,0,0.2253088187680687
0,0,0.19475428954451532
0,0,0.24611967532089246
0,0,0.2892827730385175
0,0,0.1901288847135868
1,0,0.32117437290577444
9,0,0.40231236946504995
1,0,0.30160161861902646
0,0,0.22864498095132915
1,0,0.3172153702197465
0,0,0.24445558836898093
0,0,0.21127741072767506
0,0,0.1706516534450594
4,0,0.38558831409106226
3,0,0.3526556645352184
0,0,0.1675943937393672
0,0,0.23392225028297384
0,0,0.24754147356611503
0,0,0.18030208515732707
1,0,0.3129427253432655
0,0,0.2052711251533133
4,0,0.38041539285005155
0,0,0.24022005763604373
0,0,0.2024456912380883
57,2,0.5163048819050831
2,0,0.3184505659987318
0,0,0.2708755883066829
0,0,0.17702538785238806
1,0,0.3395879672953125
0,0,0.24723550046412365
4,0,0.4001761979282454
0,0,0.13015359873136895
0,0,0.1573496146838433
0,0,0.2484453381017271
0,0,0.1939318271166782
0,0,0.27224779074791156
0,0,0.2309812246598517
0,0,0.20223786508326436
0,0,0.15029951946180808
0,0,0.28052386261763707
0,0,0.20617262220463312
0,0,0.2379314588140232
0,0,0.2555290974898707
0,0,0.20039873016750473
0,0,0.2063305997777526
0,0,0.2555952348219859
0,0,0.1802775529578705
0,0,0.2505989364035205
0,0,0.16674857715723446
0,0,0.22618955064636304
0,0,0.27510784316198367
0,0,0.20964368483115464
0,0,0.1942592247647588
0,0,0.1749710748596971
3,0,0.36106360311840197
1,0,0.3530758377752847
1,0,0.3312376196651625
0,0,0.27882363706582447
0,0,0.17298825882589325
0,0,0.29205025964191755
0,0,0.18158865713614236
0,0,0.1676438767354066
0,0,0.2844670032442029
0,0,0.28779391837961305
0,0,0.26288136811807006
0,0,0.2753130603986606
0,0,0.22598496209821511
0,0,0.27225292469383344
0,0,0.22451065834375064
0,0,0.22204705230163566
0,0,0.2572058603752262
0,0,0.20288710092231757
0,0,0.2064253376621555
0,0,0.151562128760323
0,0,0.19271058577138692
0,0,0.17236907524574194
0,0,0.2664593693542709
0,0,0.25847956244157305
0,0,0.16647339572187686
1,0,0.31914308291258603
0,0,0.17659577118942357
0,0,0.22061750850126546
2,0,0.3365887341118991
0,0,0.2624733581872554
0,0,0.25399593994887343
0,0,0.19729696061270532
0,0,0.1902731835254334
0,0,0.24660189543093694
0,0,0.165288929223938
1,0,0.30068457907691454
0,0,0.2772883290191307
3,0,0.33021033154158685
13,0,0.42648329917055744
1,0,0.3340862500538265
0,0,0.21784342952154834
0,0,0.250585237248186
0,0,0.18088728783783303
0,0,0.24893782864597797
4,1,0.5328726323607118
0,0,0.15676918003010107
0,0,0.1859412872659653
1,0,0.4044507577350588
0,0,0.16724347754664504
0,0,0.2349057497069493
0,0,0.2053421075360202
1,0,0.3203839686117515
0,0,0.22238423792259965
0,0,0.19416686801289082
2,0,0.31269205176994325
0,0,0.23841931948464629
0,0,0.24083815383862897
0,0,0.19080568010655577
0,0,0.1913560782575752
0,0,0.28352476961378376
0,0,0.18664044678716518
0,0,0.20943786143562085
0,0,0.21410312173971377
0,0,0.1888950680033698
16,0,0.3838101843367454
1,0,0.3650630701716418
0,0,0.21162067706455367
0,0,0.19730952525472728
3,0,0.32851277093464587
1,0,0.41692043384831257
0,0,0.25566057236259826
0,0,0.27294942128140615
0,0,0.15296545308498263
1,0,0.42928074212213196
0,0,0.26155059844644374
0,0,0.1678893331020986
0,0,0.24232326700696036
1,0,0.38178902032326895
