metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1156310,0.050269,-0.398,0.094636,-0.95,-0.054052,-0.438,0.019312,-0.127,0.01102,-0.069,0.024726,-0.168,-0.049094,-0.386,-0.082275,-0.776,0.039815,-0.297,0.370957,-9.931,0.213727,-3.532,0.11734,-1.313,0.326179,-7.709,0.304942,-6.774,0.428642,-13.344,0.241796,-4.402,0.151181,-1.963,0.315632,-7.235,0.116084,-1.291,0.067642,-0.59,0.149763,-1.933,0.031358,-0.222,-0.044614,-0.342,0.158207,-2.115,-0.045655,-0.352,-0.114922,-1.272,0.129268,-1.527,44.993
f1392415,0.06058,-0.509,0.087792,-0.851,-0.027899,-0.194,0.004058,-0.024,0.000274,-0.002,0.011382,-0.071,-0.042404,-0.321,-0.064721,-0.556,0.026095,-0.179,0.337069,-8.218,0.226084,-3.902,0.161876,-2.196,0.262164,-5.103,0.27834,-5.702,0.38332,-10.608,0.304772,-6.766,0.221806,-3.771,0.344387,-8.571,0.120511,-1.368,0.107587,-1.15,0.075083,-0.682,0.038466,-0.285,0.005915,-0.036,0.071894,-0.642,-0.029207,-0.204,-0.061057,-0.514,0.056818,-0.467,44.968
f1525210,-0.072296,-0.647,-0.088501,-0.861,0.012533,-0.079,-0.017535,-0.114,-0.030453,-0.215,0.007326,-0.045,0.054711,-0.445,0.086447,-0.833,-0.036062,-0.263,-0.426338,-13.194,-0.118017,-1.325,0.005866,-0.035,-0.300617,-6.592,-0.363446,-9.533,-0.460676,-15.541,-0.098584,-1.009,-0.000597,-0.003,-0.190283,-2.886,0.001146,-0.007,0.083087,-0.787,-0.131336,-1.566,0.073658,-0.664,0.200783,-3.166,-0.196194,-3.042,0.153293,-2.008,0.240875,-4.372,-0.11694,-1.306,44.86
f1541314,0.102248,-1.065,0.08363,-0.794,0.053181,-0.428,0.01749,-0.114,0.026017,-0.178,-0.006192,-0.037,-0.066075,-0.572,-0.060698,-0.51,-0.028527,-0.199,0.026942,-0.186,-0.248159,-4.615,-0.296468,-6.421,-0.07132,-0.635,-0.001432,-0.008,0.077749,-0.716,-0.269566,-5.372,-0.295174,-6.368,-0.167252,-2.319,-0.25092,-4.709,-0.268446,-5.331,-0.094554,-0.949,-0.220333,-3.727,-0.26278,-5.125,-0.012379,-0.078,-0.311386,-7.05,-0.354886,-9.093,-0.064041,-0.548,44.76
f1170415,0.022812,-0.153,-0.002195,-0.013,0.050357,-0.399,0.046793,-0.363,0.062413,-0.529,-0.014015,-0.089,-0.02079,-0.138,-0.015626,-0.1,-0.020846,-0.138,0.125002,-1.448,-0.212497,-3.496,-0.260376,-5.039,-0.056757,-0.467,0.105606,-1.118,0.129814,-1.537,-0.325271,-7.668,-0.3499,-8.842,-0.210273,-3.432,-0.241143,-4.381,-0.276236,-5.622,-0.068059,-0.595,-0.21737,-3.639,-0.278048,-5.691,0.009144,-0.056,-0.267852,-5.309,-0.298649,-6.51,-0.082654,-0.781,44.681
f1358710,0.014937,-0.096,0.057844,-0.478,-0.068066,-0.595,-0.000676,-0.004,-0.012361,-0.078,0.026836,-0.185,-0.001347,-0.008,-0.02941,-0.206,0.050185,-0.397,0.22807,-3.963,0.28595,-5.998,0.222068,-3.779,0.304426,-6.752,0.174378,-2.487,0.294257,-6.33,0.361293,-9.421,0.279964,-5.765,0.379073,-10.372,0.227013,-3.931,0.203106,-3.23,0.156356,-2.074,0.160456,-2.165,0.122162,-1.397,0.14172,-1.768,0.102004,-1.061,0.060444,-0.507,0.147336,-1.882,44.638
f1547815,0.038792,-0.287,0.038487,-0.285,0.006714,-0.041,-0.002344,-0.014,0.006339,-0.038,-0.005293,-0.032,-0.051242,-0.408,-0.060908,-0.512,-0.006975,-0.042,0.222685,-3.798,0.258033,-4.956,0.20934,-3.405,0.229053,-3.994,0.184914,-2.748,0.260569,-5.046,0.462143,-15.647,0.381844,-10.525,0.427269,-13.255,0.132771,-1.593,0.109706,-1.184,0.070436,-0.624,0.051269,-0.409,0.036063,-0.263,0.018012,-0.118,0.054768,-0.445,0.054747,-0.445,0.029211,-0.204,44.473
f1438014,0.052473,-0.421,0.089877,-0.881,-0.043014,-0.327,0.025321,-0.173,0.016121,-0.104,0.027723,-0.192,-0.052565,-0.422,-0.079362,-0.737,0.026819,-0.185,0.420621,-12.829,0.163955,-2.243,0.057834,-0.478,0.30529,-6.788,0.355063,-9.102,0.463101,-15.717,0.13917,-1.717,0.051829,-0.414,0.230502,-4.039,0.05469,-0.444,-0.007734,-0.047,0.135631,-1.648,-0.029171,-0.204,-0.125099,-1.45,0.159199,-2.137,-0.089417,-0.874,-0.167113,-2.316,0.118101,-1.326,44.436
f1343310,-0.089072,-0.869,-0.123008,-1.413,0.038355,-0.284,0.011118,-0.069,-0.001188,-0.007,0.011249,-0.07,0.048428,-0.38,0.096048,-0.971,-0.062139,-0.526,-0.35476,-9.087,-0.129277,-1.527,0.013022,-0.082,-0.337897,-8.257,-0.271317,-5.437,-0.459481,-15.454,-0.162178,-2.203,-0.039621,-0.295,-0.286513,-6.02,-0.008785,-0.054,0.09055,-0.891,-0.158726,-2.126,0.041756,-0.315,0.173104,-2.457,-0.206326,-3.32,0.128081,-1.505,0.216279,-3.607,-0.119606,-1.352,44.255
f1187715,0.02256,-0.151,-0.007557,-0.046,0.06522,-0.562,0.046161,-0.357,0.060736,-0.51,-0.018662,-0.122,-0.02069,-0.137,-0.009753,-0.06,-0.031281,-0.222,0.09561,-0.964,-0.231834,-4.081,-0.260672,-5.05,-0.102117,-1.063,0.075104,-0.682,0.104194,-1.096,-0.332342,-7.994,-0.342549,-8.481,-0.224541,-3.855,-0.266046,-5.243,-0.281033,-5.806,-0.111942,-1.221,-0.224575,-3.856,-0.256948,-4.918,-0.044096,-0.337,-0.273014,-5.501,-0.285864,-5.994,-0.125704,-1.461,44.069
f1343210,-0.087045,-0.841,-0.119561,-1.351,0.036976,-0.271,0.009856,-0.061,-0.001442,-0.008,0.00903,-0.056,0.046848,-0.364,0.092155,-0.914,-0.058648,-0.487,-0.353393,-9.018,-0.127858,-1.501,0.014637,-0.093,-0.337471,-8.237,-0.269429,-5.367,-0.459725,-15.472,-0.160574,-2.167,-0.038336,-0.283,-0.284503,-5.941,-0.008724,-0.054,0.090969,-0.896,-0.159704,-2.148,0.042905,-0.326,0.174655,-2.494,-0.206816,-3.334,0.1291,-1.524,0.217021,-3.629,-0.118747,-1.337,44.035
f1109315,0.027178,-0.188,0.008672,-0.053,0.045139,-0.347,0.045219,-0.348,0.051745,-0.413,-0.005142,-0.031,-0.025387,-0.173,-0.01688,-0.109,-0.025864,-0.177,0.159629,-2.146,-0.218234,-3.664,-0.254236,-4.823,-0.072209,-0.646,0.148322,-1.903,0.136185,-1.658,-0.364883,-9.609,-0.372587,-10.018,-0.251952,-4.744,-0.250551,-4.696,-0.279062,-5.73,-0.072963,-0.655,-0.224783,-3.862,-0.281745,-5.833,0.00883,-0.054,-0.281521,-5.825,-0.304943,-6.774,-0.101864,-1.059,43.789
f1451714,-0.049569,-0.391,-0.08012,-0.747,0.039089,-0.29,-0.008254,-0.051,-0.01476,-0.094,-0.005757,-0.035,0.049945,-0.395,0.088636,-0.863,-0.038887,-0.288,-0.361203,-9.417,-0.188799,-2.847,-0.063585,-0.543,-0.334762,-8.108,-0.288633,-6.104,-0.441408,-14.192,-0.234449,-4.164,-0.136571,-1.666,-0.283866,-5.916,-0.067574,-0.59,0.027098,-0.187,-0.167061,-2.315,0.017224,-0.112,0.142364,-1.781,-0.196129,-3.04,0.052526,-0.422,0.124963,-1.448,-0.123105,-1.414,43.737
f1145810,-0.063111,-0.537,-0.08989,-0.881,0.034503,-0.249,-0.008164,-0.05,-0.021861,-0.146,0.005511,-0.033,0.050932,-0.405,0.093704,-0.936,-0.04993,-0.395,-0.364388,-9.583,-0.145356,-1.841,-0.00623,-0.038,-0.333133,-8.032,-0.290782,-6.19,-0.447737,-14.625,-0.182384,-2.684,-0.065939,-0.57,-0.267707,-5.304,-0.020167,-0.133,0.078133,-0.721,-0.151128,-1.962,0.045053,-0.346,0.183453,-2.711,-0.211361,-3.463,0.100232,-1.034,0.188329,-2.835,-0.138985,-1.713,43.734
f1529315,0.038165,-0.282,0.028752,-0.201,0.034136,-0.246,0.030969,-0.219,0.046206,-0.358,-0.014563,-0.093,-0.037641,-0.277,-0.047526,-0.371,-0.006803,-0.041,0.477192,-16.767,0.169423,-2.37,0.122662,-1.406,0.153663,-2.016,0.450624,-14.826,0.405044,-11.867,0.212513,-3.497,0.155323,-2.052,0.198106,-3.093,0.003043,-0.018,-0.026728,-0.184,0.006441,-0.039,-0.104791,-1.105,-0.142366,-1.781,-0.018377,-0.12,-0.144384,-1.822,-0.133677,-1.61,-0.107828,-1.154,43.46
f1322515,-0.018003,-0.117,0.003827,-0.023,-0.038753,-0.287,0.001905,-0.011,0.011759,-0.074,-0.008394,-0.051,0.004505,-0.027,-0.025786,-0.177,0.045975,-0.355,0.239867,-4.339,0.441545,-14.201,0.35731,-9.216,0.239879,-4.34,0.219985,-3.717,0.224933,-3.867,0.312557,-7.101,0.252074,-4.749,0.281788,-5.835,0.308918,-6.943,0.226649,-3.919,0.253431,-4.795,0.197165,-3.068,0.069493,-0.613,0.193723,-2.976,0.195976,-3.036,0.162755,-2.216,0.098118,-1.002,43.296
f1166510,0.05249,-0.421,0.090896,-0.895,-0.046828,-0.364,0.022404,-0.15,0.015009,-0.096,0.024094,-0.163,-0.049075,-0.386,-0.078578,-0.727,0.034781,-0.252,0.362958,-9.508,0.195479,-3.023,0.091499,-0.904,0.320665,-7.459,0.296244,-6.411,0.423351,-13.003,0.225153,-3.873,0.126516,-1.476,0.306749,-6.85,0.094925,-0.954,0.039923,-0.298,0.143583,-1.805,0.019458,-0.128,-0.066398,-0.576,0.164,-2.245,-0.058251,-0.483,-0.131288,-1.565,0.127242,-1.489,43.231
f1120815,0.027584,-0.191,0.009093,-0.056,0.045182,-0.348,0.043858,-0.335,0.050664,-0.402,-0.005992,-0.036,-0.025147,-0.172,-0.01692,-0.11,-0.025413,-0.174,0.156712,-2.082,-0.216938,-3.626,-0.252701,-4.77,-0.071321,-0.635,0.14567,-1.848,0.133682,-1.61,-0.364212,-9.574,-0.372067,-9.99,-0.250714,-4.702,-0.247819,-4.603,-0.276388,-5.628,-0.07111,-0.632,-0.220966,-3.746,-0.277974,-5.688,0.011117,-0.069,-0.278458,-5.707,-0.301656,-6.635,-0.100636,-1.04,43.222
f1554015,-0.017981,-0.117,0.001365,-0.008,-0.035965,-0.262,0.000927,-0.005,0.00539,-0.032,-0.001899,-0.011,0.007787,-0.048,-0.015225,-0.098,0.03741,-0.275,0.169503,-2.372,0.448646,-14.688,0.37068,-9.916,0.196177,-3.041,0.153684,-2.016,0.164117,-2.247,0.268797,-5.344,0.22137,-3.758,0.237022,-4.247,0.335042,-8.121,0.263392,-5.147,0.252409,-4.76,0.229796,-4.017,0.075828,-0.691,0.204532,-3.27,0.226006,-3.9,0.192549,-2.945,0.092134,-0.913,43.216
f1451914,-0.055358,-0.451,-0.082184,-0.775,0.03208,-0.228,-0.007844,-0.048,-0.01539,-0.099,-0.003514,-0.021,0.057768,-0.478,0.094024,-0.941,-0.032658,-0.233,-0.354332,-9.065,-0.182605,-2.689,-0.056929,-0.468,-0.331094,-7.936,-0.28128,-5.815,-0.438842,-14.018,-0.245318,-4.519,-0.144459,-1.823,-0.294784,-6.352,-0.057956,-0.48,0.032002,-0.228,-0.153123,-2.004,0.027467,-0.19,0.150475,-1.948,-0.188374,-2.836,0.062975,-0.536,0.135606,-1.647,-0.120589,-1.37,43.186
f1529715,0.086646,-0.835,0.067207,-0.585,0.060102,-0.503,0.03281,-0.235,0.045435,-0.35,-0.008671,-0.053,-0.08678,-0.837,-0.082964,-0.785,-0.042188,-0.319,0.473209,-16.465,0.052093,-0.417,0.012505,-0.079,0.080831,-0.756,0.442036,-14.234,0.414978,-12.475,0.063492,-0.542,0.023921,-0.162,0.084982,-0.812,-0.11304,-1.24,-0.120267,-1.364,-0.07933,-0.737,-0.204969,-3.282,-0.230706,-4.046,-0.070722,-0.628,-0.248537,-4.628,-0.244263,-4.484,-0.143397,-1.801,43.174
f1540714,-0.056995,-0.469,-0.031613,-0.224,-0.048513,-0.381,-0.03589,-0.261,-0.029789,-0.209,-0.02062,-0.137,0.046839,-0.364,0.020345,-0.135,0.054184,-0.439,-0.007921,-0.048,0.267428,-5.294,0.280131,-5.771,0.149886,-1.935,0.012965,-0.082,-0.038183,-0.282,0.313318,-7.134,0.313012,-7.121,0.22904,-3.993,0.274993,-5.575,0.255362,-4.863,0.170782,-2.402,0.229298,-4.002,0.228515,-3.977,0.097389,-0.991,0.278936,-5.725,0.297462,-6.461,0.104838,-1.106,43.081
f1553515,-0.01641,-0.106,0.002841,-0.017,-0.035417,-0.257,-0.001016,-0.006,0.005995,-0.036,-0.005523,-0.033,0.007031,-0.043,-0.018404,-0.12,0.040131,-0.3,0.202903,-3.225,0.44385,-14.358,0.362478,-9.483,0.218941,-3.686,0.184277,-2.731,0.19493,-3.008,0.300107,-6.571,0.245159,-4.514,0.267278,-5.288,0.318496,-7.362,0.242664,-4.431,0.248387,-4.623,0.20742,-3.351,0.071426,-0.636,0.194534,-2.997,0.204568,-3.271,0.172368,-2.439,0.093651,-0.935,43.062
f1359415,-0.094127,-0.942,-0.068517,-0.601,-0.069276,-0.61,-0.002541,-0.015,-0.02503,-0.171,0.034973,-0.253,0.061601,-0.52,0.061635,-0.521,0.024555,-0.167,-0.436153,-13.838,-0.002176,-0.013,0.060811,-0.511,-0.115793,-1.286,-0.401426,-11.651,-0.397974,-11.447,0.102282,-1.066,0.144853,-1.831,0.023572,-0.159,0.106839,-1.138,0.137277,-1.68,0.005884,-0.035,0.161007,-2.177,0.224362,-3.849,-0.047147,-0.367,0.24236,-4.421,0.286657,-6.026,0.025848,-0.177,42.962
f1454814,0.053561,-0.432,0.092185,-0.914,-0.042509,-0.322,0.019023,-0.125,0.01703,-0.11,0.012799,-0.081,-0.049489,-0.39,-0.085058,-0.814,0.041728,-0.315,0.41947,-12.756,0.174215,-2.483,0.081277,-0.762,0.29099,-6.198,0.36038,-9.374,0.446717,-14.555,0.132082,-1.58,0.057128,-0.471,0.213825,-3.535,0.07431,-0.672,0.018575,-0.122,0.137699,-1.688,-0.011184,-0.07,-0.096636,-0.98,0.150966,-1.958,-0.07224,-0.646,-0.139717,-1.728,0.10291,-1.076,42.883
f1492310,0.083994,-0.799,0.055278,-0.451,0.069897,-0.617,0.035409,-0.257,0.028328,-0.197,0.019967,-0.132,-0.04373,-0.334,-0.016983,-0.11,-0.061427,-0.518,0.063083,-0.537,-0.231587,-4.073,-0.276261,-5.623,-0.092595,-0.92,0.032994,-0.236,0.107886,-1.155,-0.248321,-4.62,-0.287524,-6.06,-0.139579,-1.725,-0.262539,-5.117,-0.283597,-5.905,-0.123186,-1.416,-0.242402,-4.422,-0.280274,-5.777,-0.064519,-0.554,-0.305857,-6.812,-0.317859,-7.334,-0.152914,-2.0,42.628
f1554415,-0.020028,-0.132,-0.008052,-0.049,-0.025488,-0.174,0.001049,-0.006,0.002479,-0.015,0.001228,-0.007,0.010948,-0.068,-0.001897,-0.011,0.023343,-0.157,0.078605,-0.727,0.41374,-12.398,0.371985,-9.986,0.109631,-1.183,0.073531,-0.662,0.071193,-0.633,0.18297,-2.698,0.158092,-2.112,0.149683,-1.931,0.338107,-8.267,0.299592,-6.549,0.202151,-3.204,0.243014,-4.443,0.072841,-0.654,0.144428,-1.822,0.270787,-5.418,0.259019,-4.991,0.059585,-0.498,42.618
f1441514,0.060135,-0.504,0.096529,-0.978,-0.039731,-0.296,0.021331,-0.142,0.01564,-0.101,0.021203,-0.141,-0.054837,-0.446,-0.084078,-0.8,0.030768,-0.217,0.408759,-12.092,0.15153,-1.97,0.048909,-0.385,0.297596,-6.467,0.339993,-8.357,0.462866,-15.699,0.126229,-1.471,0.045433,-0.35,0.219378,-3.699,0.050023,-0.396,-0.005599,-0.034,0.126165,-1.47,-0.032185,-0.229,-0.122017,-1.395,0.154064,-2.024,-0.102759,-1.073,-0.180608,-2.639,0.114513,-1.265,42.615
f1451614,-0.049357,-0.389,-0.078431,-0.725,0.036792,-0.269,-0.010037,-0.062,-0.017466,-0.114,-0.00474,-0.028,0.051332,-0.409,0.089449,-0.875,-0.037294,-0.274,-0.359388,-9.323,-0.17345,-2.465,-0.047023,-0.366,-0.32708,-7.75,-0.28712,-6.044,-0.439303,-14.049,-0.213993,-3.54,-0.116198,-1.293,-0.268718,-5.341,-0.051323,-0.409,0.044378,-0.34,-0.160613,-2.168,0.029474,-0.207,0.156345,-2.074,-0.19404,-2.984,0.063747,-0.545,0.137864,-1.691,-0.121113,-1.379,42.507
f1553915,-0.014168,-0.09,0.003127,-0.019,-0.031912,-0.227,0.000424,-0.002,0.006005,-0.036,-0.003591,-0.021,0.003636,-0.022,-0.018464,-0.121,0.034423,-0.249,0.163945,-2.243,0.441295,-14.184,0.369195,-9.837,0.188006,-2.827,0.148796,-1.913,0.158039,-2.111,0.276774,-5.643,0.229104,-3.996,0.243322,-4.453,0.325178,-7.663,0.261716,-5.087,0.231432,-4.068,0.215408,-3.581,0.074335,-0.672,0.176487,-2.538,0.218595,-3.675,0.191861,-2.927,0.083132,-0.787,42.414
f1343110,-0.087688,-0.85,-0.119138,-1.344,0.032731,-0.234,0.010027,-0.062,-0.000612,-0.004,0.009071,-0.056,0.048232,-0.378,0.091538,-0.905,-0.053869,-0.436,-0.346496,-8.674,-0.123146,-1.415,0.015288,-0.098,-0.328277,-7.806,-0.262664,-5.121,-0.452851,-14.982,-0.156575,-2.079,-0.038305,-0.283,-0.280604,-5.789,-0.007568,-0.046,0.089671,-0.878,-0.156264,-2.072,0.044207,-0.338,0.170885,-2.404,-0.196845,-3.059,0.134311,-1.622,0.217973,-3.657,-0.105511,-1.117,42.372
f1359010,0.007656,-0.047,0.006757,-0.041,0.014948,-0.096,0.047041,-0.366,0.056711,-0.466,-0.00799,-0.049,-0.04004,-0.299,-0.049113,-0.387,-0.003891,-0.023,0.445456,-14.468,-0.009676,-0.06,-0.059045,-0.492,0.08607,-0.827,0.43428,-13.714,0.352235,-8.959,-0.123196,-1.416,-0.148709,-1.911,-0.0481,-0.376,-0.145084,-1.836,-0.185374,-2.759,-0.00466,-0.028,-0.204008,-3.255,-0.264669,-5.193,0.015283,-0.098,-0.198096,-3.093,-0.231758,-4.079,-0.035164,-0.255,42.334
f1160310,-0.020648,-0.137,0.007013,-0.043,-0.053262,-0.429,0.013656,-0.087,0.024117,-0.163,-5e-06,-0.0,0.011395,-0.071,-0.030003,-0.211,0.061092,-0.514,0.289892,-6.154,0.264379,-5.183,0.164806,-2.263,0.293755,-6.31,0.265968,-5.241,0.270586,-5.41,0.319057,-7.387,0.217605,-3.646,0.301041,-6.61,0.155565,-2.057,0.044655,-0.343,0.210801,-3.447,0.087074,-0.841,-0.020572,-0.136,0.172592,-2.445,0.081302,-0.763,0.035233,-0.256,0.119399,-1.349,42.295
f1455114,0.052136,-0.418,0.088943,-0.868,-0.039475,-0.294,0.021203,-0.141,0.016379,-0.106,0.016933,-0.11,-0.048648,-0.382,-0.079779,-0.743,0.033638,-0.242,0.418179,-12.675,0.167182,-2.318,0.073431,-0.661,0.284612,-5.945,0.359464,-9.327,0.44336,-14.324,0.12557,-1.459,0.050424,-0.4,0.207312,-3.348,0.066973,-0.582,0.010715,-0.067,0.131937,-1.577,-0.01625,-0.105,-0.103863,-1.091,0.149296,-1.923,-0.080642,-0.754,-0.147887,-1.894,0.095752,-0.966,42.271
f1158410,0.073885,-0.667,0.097376,-0.991,-0.01979,-0.131,0.008429,-0.052,0.006988,-0.042,0.009961,-0.062,-0.052821,-0.425,-0.074512,-0.675,0.021467,-0.143,0.371576,-9.964,0.189807,-2.873,0.108828,-1.17,0.269255,-5.361,0.306879,-6.856,0.422197,-12.929,0.251258,-4.721,0.161013,-2.177,0.313741,-7.152,0.075209,-0.683,0.047697,-0.372,0.076835,-0.704,-0.006876,-0.042,-0.059779,-0.5,0.087835,-0.852,-0.080485,-0.752,-0.126498,-1.476,0.059056,-0.492,42.262
f1343010,-0.088522,-0.862,-0.120977,-1.376,0.034715,-0.251,0.008646,-0.053,-0.00162,-0.01,0.007978,-0.049,0.05009,-0.397,0.094215,-0.944,-0.054999,-0.448,-0.34643,-8.671,-0.124211,-1.434,0.01398,-0.089,-0.32825,-7.804,-0.263219,-5.141,-0.451023,-14.854,-0.156231,-2.071,-0.038278,-0.283,-0.279736,-5.756,-0.008883,-0.055,0.088271,-0.858,-0.156527,-2.078,0.041775,-0.315,0.169036,-2.361,-0.19916,-3.122,0.132578,-1.589,0.216342,-3.608,-0.106129,-1.126,42.226
f1165210,0.034971,-0.253,0.085775,-0.823,-0.070465,-0.624,0.0078,-0.048,-0.000184,-0.001,0.020142,-0.133,-0.025531,-0.175,-0.064737,-0.556,0.060111,-0.503,0.363663,-9.545,0.219425,-3.7,0.13517,-1.639,0.315816,-7.244,0.306327,-6.832,0.40534,-11.885,0.224359,-3.849,0.142807,-1.79,0.302112,-6.655,0.129248,-1.526,0.084899,-0.811,0.155256,-2.05,0.050131,-0.397,-0.014467,-0.092,0.152714,-1.995,-0.022113,-0.148,-0.084541,-0.806,0.129044,-1.523,42.161
f1317515,0.031214,-0.221,0.005725,-0.035,0.059083,-0.492,0.041171,-0.309,0.044362,-0.34,-0.001984,-0.012,-0.019234,-0.126,-0.00111,-0.006,-0.039919,-0.298,-0.024549,-0.167,-0.274224,-5.546,-0.285387,-5.976,-0.148213,-1.9,-0.037178,-0.273,0.002202,-0.013,-0.372586,-10.018,-0.368313,-9.79,-0.258114,-4.959,-0.270858,-5.42,-0.262062,-5.099,-0.1451,-1.836,-0.196022,-3.037,-0.211696,-3.473,-0.048199,-0.377,-0.243707,-4.466,-0.257264,-4.929,-0.106019,-1.125,41.849
f1549215,-0.016789,-0.109,-0.004158,-0.025,-0.025289,-0.173,-0.003067,-0.018,0.000147,-0.001,-0.004276,-0.026,0.012693,-0.08,-0.001942,-0.011,0.028634,-0.2,0.043453,-0.331,0.375721,-10.188,0.316558,-7.276,0.092873,-0.924,0.039684,-0.296,0.043042,-0.327,0.121268,-1.382,0.103226,-1.081,0.105465,-1.116,0.335111,-8.125,0.264999,-5.205,0.276715,-5.64,0.258793,-4.983,0.052143,-0.418,0.224989,-3.868,0.268438,-5.331,0.231969,-4.085,0.061938,-0.524,41.765
f1529215,0.03702,-0.271,0.069124,-0.608,-0.038113,-0.281,-0.060582,-0.509,-0.027545,-0.191,-0.065726,-0.568,0.018167,-0.119,-0.043909,-0.335,0.106002,-1.124,0.382713,-10.574,0.264884,-5.201,0.181264,-2.656,0.33039,-7.903,0.356164,-9.158,0.346978,-8.698,0.18805,-2.828,0.130831,-1.556,0.213997,-3.54,0.17292,-2.452,0.08666,-0.836,0.238475,-4.294,0.126395,-1.474,0.023933,-0.162,0.246898,-4.572,0.060003,-0.502,-0.008368,-0.051,0.182187,-2.679,41.534
f1454914,0.06059,-0.509,0.096342,-0.975,-0.038152,-0.282,0.02228,-0.149,0.015408,-0.099,0.022207,-0.149,-0.054088,-0.438,-0.081642,-0.767,0.028443,-0.198,0.404912,-11.859,0.125693,-1.461,0.022305,-0.15,0.284037,-5.923,0.335526,-8.144,0.460823,-15.551,0.091685,-0.907,0.012159,-0.076,0.19691,-3.061,0.024399,-0.166,-0.031692,-0.225,0.115158,-1.276,-0.052767,-0.424,-0.143783,-1.809,0.147693,-1.89,-0.122351,-1.401,-0.201151,-3.176,0.105452,-1.116,41.477
f1445814,0.060559,-0.508,0.094338,-0.945,-0.036273,-0.265,0.013388,-0.085,0.00898,-0.055,0.018023,-0.118,-0.052454,-0.421,-0.079526,-0.739,0.028728,-0.2,0.401556,-11.659,0.177155,-2.555,0.079687,-0.741,0.306038,-6.82,0.336107,-8.172,0.45046,-14.815,0.151037,-1.96,0.074648,-0.676,0.23083,-4.05,0.077878,-0.718,0.02576,-0.176,0.136098,-1.657,7.9e-05,-0.0,-0.08591,-0.825,0.16362,-2.236,-0.069629,-0.614,-0.146495,-1.865,0.131037,-1.56,41.466
f1485710,-0.085714,-0.823,-0.092216,-0.914,-0.015839,-0.102,-0.021119,-0.141,-0.032725,-0.234,0.006728,-0.041,0.075611,-0.689,0.094697,-0.951,0.000545,-0.003,-0.405843,-11.916,-0.017341,-0.113,0.080132,-0.747,-0.178602,-2.59,-0.339489,-8.333,-0.447562,-14.613,-0.006405,-0.039,0.073953,-0.668,-0.110203,-1.193,0.119335,-1.348,0.165707,-2.284,0.003068,-0.018,0.167476,-2.324,0.254571,-4.835,-0.070044,-0.619,0.239966,-4.342,0.297169,-6.449,0.007797,-0.048,41.311
f1488510,0.056436,-0.463,0.092945,-0.925,-0.04316,-0.328,0.018784,-0.123,0.010402,-0.065,0.025025,-0.171,-0.049664,-0.392,-0.076492,-0.7,0.030107,-0.212,0.351095,-8.902,0.199174,-3.122,0.100859,-1.044,0.313084,-7.124,0.284627,-5.946,0.414054,-12.417,0.234196,-4.156,0.140061,-1.734,0.307415,-6.879,0.103791,-1.089,0.055332,-0.451,0.136784,-1.67,0.02736,-0.189,-0.051517,-0.411,0.155199,-2.049,-0.051923,-0.415,-0.120794,-1.373,0.122361,-1.401,41.268
f1444814,0.07159,-0.638,0.096869,-0.983,-0.020918,-0.139,0.005836,-0.035,0.005682,-0.034,0.004882,-0.029,-0.052199,-0.418,-0.076382,-0.698,0.025869,-0.177,0.367031,-9.722,0.195984,-3.036,0.12777,-1.499,0.251351,-4.724,0.308022,-6.905,0.406069,-11.929,0.266024,-5.243,0.18298,-2.699,0.320663,-7.459,0.078369,-0.724,0.062616,-0.532,0.058212,-0.482,-0.00693,-0.042,-0.044775,-0.344,0.061873,-0.523,-0.072451,-0.649,-0.106901,-1.139,0.039134,-0.291,41.258
