metric,raw_year,pop_year,description
f1001618,2018,2018,Pediatric_Cardiolgy_Other=2018
f1001918,2018,2018,Pulmonary_Disease_Administration=2018
f1002018,2018,2018,Pulmonary_Disease_Teaching=2018
f1002218,2018,2018,Pulmonary_Disease_Other=2018
f1002718,2018,2018,General_Surgical_Administration=2018
f1002818,2018,2018,General_Surgical_Teaching=2018
f1003018,2018,2018,General_Surgical_Other=2018
f1003318,2018,2018,Neurolgcal_Surgical_Administration=2018
f1003418,2018,2018,Neurolgcal_Surgical_Teaching=2018
f1003618,2018,2018,Neurolgcal_Surgical_Other=2018
f1004518,2018,2018,Ophthalmolgy_Administration=2018
f1004618,2018,2018,Ophthalmolgy_Teaching=2018
f1004818,2018,2018,Ophthalmolgy_Other=2018
f1005118,2018,2018,Orthopedic_Surgical_Administration=2018
f1005218,2018,2018,Orthopedic_Surgical_Teaching=2018
f1005418,2018,2018,Orthopedic_Surgical_Other=2018
f1005718,2018,2018,Otolaryngolgy_Administration=2018
f1005818,2018,2018,Otolaryngolgy_Teaching=2018
f1006018,2018,2018,Otolaryngolgy_Other=2018
f1006318,2018,2018,Plastic_Surgical_Administration=2018
f1006418,2018,2018,Plastic_Surgical_Teaching=2018
f1006618,2018,2018,Plastic_Surgical_Other=2018
f1006918,2018,2018,Colon_Rectal_Surgical_Administration=2018
f1007018,2018,2018,Colon_Rectal_Surgical_Teaching=2018
f1007218,2018,2018,Colon_Rectal_Surgical_Other=2018
f1007518,2018,2018,Thoracic_Surgical_Administration=2018
f1007618,2018,2018,Thoracic_Surgical_Teaching=2018
f1007818,2018,2018,Thoracic_Surgical_Other=2018
f1008118,2018,2018,Urology_Administration=2018
f1008218,2018,2018,Urology_Teaching=2018
f1008418,2018,2018,Urology_Other=2018
f1008918,2018,2018,Aerospace_Medical_Medicine_Administration=2018
f1009018,2018,2018,Aerospace_Medical_Medicine_Teaching=2018
f1009218,2018,2018,Aerospace_Medical_Medicine_Other=2018
f1009518,2018,2018,Anesthesiolgy_Administration=2018
f1009618,2018,2018,Anesthesiolgy_Teaching=2018
f1009818,2018,2018,Anesthesiolgy_Other=2018
f1010118,2018,2018,Child_Psychiatric_Administration=2018
f1010218,2018,2018,Child_Psychiatric_Teaching=2018
f1010418,2018,2018,Child_Psychiatric_Other=2018
f1010718,2018,2018,Diagnostic_Radiology_Administration=2018
f1010818,2018,2018,Diagnostic_Radiology_Teaching=2018
f1011018,2018,2018,Diagnostic_Radiology_Other=2018
f1011318,2018,2018,Forensic_Pathology_Anatomic_Clinical_Administration=2018
f1011418,2018,2018,Forensic_Pathology_Anatomic_Clinical_Teaching=2018
f1011618,2018,2018,Forensic_Pathology_Anatomic_Clinical_Other=2018
f1011918,2018,2018,Neurology_Administration=2018
f1012018,2018,2018,Neurology_Teaching=2018
f1012218,2018,2018,Neurology_Other=2018
f1012518,2018,2018,Occupational_Medical_Medicine_Administration=2018
f1012618,2018,2018,Occupational_Medical_Medicine_Teaching=2018
f1012818,2018,2018,Occupational_Medical_Medicine_Other=2018
f1013118,2018,2018,Psychiatry_Administration=2018
f1013218,2018,2018,Psychiatry_Teaching=2018
f1013418,2018,2018,Psychiatry_Other=2018
f1013718,2018,2018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Administration=2018
f1013818,2018,2018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Teaching=2018
f1014018,2018,2018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Other=2018
f1014318,2018,2018,Physician_Medical_Medicine_Rehabilitation_Administration=2018
f1014418,2018,2018,Physician_Medical_Medicine_Rehabilitation_Teaching=2018
f1014618,2018,2018,Physician_Medical_Medicine_Rehabilitation_Other=2018
f1014918,2018,2018,General_Prevention_Medical_Medicine_Administration=2018
f1015018,2018,2018,General_Prevention_Medical_Medicine_Teaching=2018
f1015218,2018,2018,General_Prevention_Medical_Medicine_Other=2018
f1015518,2018,2018,Public_Health_Administration=2018
f1015618,2018,2018,Public_Health_Teaching=2018
f1015818,2018,2018,Public_Health_Other=2018
f1016118,2018,2018,Radiology_Administration=2018
f1016218,2018,2018,Radiology_Teaching=2018
f1016418,2018,2018,Radiology_Other=2018
f1016718,2018,2018,Nuclear_Medical_Medicine_Administration=2018
f1016818,2018,2018,Nuclear_Medical_Medicine_Teaching=2018
f1017018,2018,2018,Nuclear_Medical_Medicine_Other=2018
f1017318,2018,2018,Radiation_Oncology_Administration=2018
f1017418,2018,2018,Radiation_Oncology_Teaching=2018
f1017618,2018,2018,Radiation_Oncology_Other=2018
f1017918,2018,2018,Other_Specialty_Administration=2018
f1018018,2018,2018,Other_Specialty_Teaching=2018
f1018218,2018,2018,Other_Specialty_Other=2018
f1018518,2018,2018,Emergency_Medical_Medicine_Administration=2018
f1018618,2018,2018,Emergency_Medical_Medicine_Teaching=2018
f1018818,2018,2018,Emergency_Medical_Medicine_Other=2018
f1019118,2018,2018,Unspecified_Administration=2018
f1019218,2018,2018,Unspecified_Teaching=2018
f1019418,2018,2018,Unspecified_Other=2018
f1031318,2018,2018,#_Total_Facility_Medicare_Inpatient_Discharge=2018
f1031518,2018,2018,#_Total_Facility_Medicaid_Inpatient_Discharge=2018
f1033718,2018,2018,Total_Facility_Personnel_Full_Time=2018
f1033918,2018,2018,Total_Facility_Personnel_Partial_Time=2018
f1049818,2018,2018,#_Active_Dentists_<_35=2018
f1050518,2018,2018,#_Active_Dentists_65_+=2018
f1050618,2018,2018,Dentists_Total_Private_Practice_Full_Time=2018
f1050718,2018,2018,Dentists_Total_Private_Practice_Partial_Time=2018
f1067718,2018,2018,#_General_Medical_Surgical_Long_Term_Hospital=2018
f1067818,2018,2018,#_Psychiatric_Long_Term_Hospital=2018
f1067918,2018,2018,#_Rehabilitation_Long_Term_Hospital=2018
f1068018,2018,2018,#_Chronic_Disease_Long_Term_Hospital=2018
f1068218,2018,2018,#_Intellectual_Disability_Long_Term_Hospital=2018
f1068318,2018,2018,#_Children's_Psychiatric_Long_Term_Hospital=2018
f1068418,2018,2018,Inpatient_Days_in_Long_Term_General_Medical_Medicine_Surgical=2018
f1068518,2018,2018,Inpatient_Days_in_Long_Term_Psychiatric=2018
f1068618,2018,2018,Inpatient_Days_in_Long_Term_Rehabilitation=2018
f1068718,2018,2018,Inpatient_Day_in_Long_Term_Chronic_Disease=2018
f1068918,2018,2018,Inpatient_Day_in_Long_Term_Intellectual_Disability=2018
f1069018,2018,2018,Inpatient_Days_in_Long_Term_Children_Psychiatric=2018
f1074918,2018,2018,Medical_Doctors_General_Practice_<_35=2018
f1075018,2018,2018,Medical_Doctors_General_Practice_35_44=2018
f1075118,2018,2018,Medical_Doctors_General_Practice_45_54=2018
f1075218,2018,2018,Medical_Doctors_General_Practice_55_64=2018
f1075918,2018,2018,Emergency_Medicine_<_35=2018
f1076018,2018,2018,Emergency_Medicine_35_44=2018
f1076118,2018,2018,Emergency_Medicine_45_54=2018
f1076218,2018,2018,Emergency_Medicine_55_64=2018
f1076418,2018,2018,Nuclear_Medicine_<_35=2018
f1076518,2018,2018,Nuclear_Medicine_35_44=2018
f1076618,2018,2018,Nuclear_Medicine_45_54=2018
f1076718,2018,2018,Nuclear_Medicine_55_64=2018
f1077318,2018,2018,Radiology_<_35=2018
f1077418,2018,2018,Radiology_35_44=2018
f1077518,2018,2018,Radiology_45_54=2018
f1077618,2018,2018,Radiology_55_64=2018
f1077718,2018,2018,Other_Specialty_<_35=2018
f1077818,2018,2018,Other_Specialty_35_44=2018
f1077918,2018,2018,Other_Specialty_45_54=2018
f1078018,2018,2018,Other_Specialty_55_64=2018
f1106818,2018,2018,M.D.'s_Total_Research=2018
f1106918,2018,2018,Medical_Doctors_Total_General_Practice_Total_Patient_Care=2018
f1107118,2018,2018,Medical_Doctors_Total_General_Practice_Research=2018
f1107218,2018,2018,Medical_Doctors_General_Practice_Total_Patient_Care=2018
f1107418,2018,2018,Medical_Doctors_General_Practice_Research=2018
f1107818,2018,2018,Medical_Medicine_Specialty_Total_Total_Patient_Care=2018
f1108018,2018,2018,Medical_Medicine_Specialty_Total_Research=2018
f1108418,2018,2018,Cardiovas_Disease_Total_Patient_Care=2018
f1108618,2018,2018,Cardiovas_Disease_Research=2018
f1108718,2018,2018,Dermatology_Total_Patient_Care=2018
f1108918,2018,2018,Dermatology_Research=2018
f1109018,2018,2018,Gastroenterology_Total_Patient_Care=2018
f1109218,2018,2018,Gastroenterology_Research=2018
f1109318,2018,2018,General_Internal_Medical_Medicine_Total_Patient_Care=2018
f1109518,2018,2018,General_Internal_Medical_Medicine_Research=2018
f1111218,2018,2018,Pediatric_Cardiolgy_Total_Patient_Care=2018
f1111418,2018,2018,Pediatric_Cardiolgy_Research=2018
f1111518,2018,2018,Pulmonary_Disease_Total_Patient_Care=2018
f1111718,2018,2018,Pulmonary_Disease_Research=2018
f1111818,2018,2018,Surgical_Specialty_Total_Total_Patient_Care=2018
f1112018,2018,2018,Surgical_Specialty_Total_Research=2018
f1112118,2018,2018,General_Surgical_Total_Patient_Care=2018
f1112318,2018,2018,General_Surgical_Research=2018
f1112418,2018,2018,Neurolgcal_Surgical_Total_Patient_Care=2018
f1112618,2018,2018,Neurolgcal_Surgical_Research=2018
f1113018,2018,2018,Ophthalmolgy_Total_Patient_Care=2018
f1113218,2018,2018,Ophthalmolgy_Research=2018
f1113318,2018,2018,Orthopedic_Surgical_Total_Patient_Care=2018
f1113518,2018,2018,Orthopedic_Surgical_Research=2018
f1113618,2018,2018,Otolaryngolgy_Total_Patient_Care=2018
f1113818,2018,2018,Otolaryngolgy_Research=2018
f1113918,2018,2018,Plastic_Surgical_Total_Patient_Care=2018
f1114118,2018,2018,Plastic_Surgical_Research=2018
f1114218,2018,2018,Colon_Rectal_Surgical_Total_Patient_Care=2018
f1114418,2018,2018,Colon_Rectal_Surgical_Research=2018
f1114518,2018,2018,Thoracic_Surgical_Total_Patient_Care=2018
f1114718,2018,2018,Thoracic_Surgical_Research=2018
f1114818,2018,2018,Urology_Total_Patient_Care=2018
f1115018,2018,2018,Urology_Research=2018
f1115118,2018,2018,Other_Specialty_Total_Total_Patient_Care=2018
f1115318,2018,2018,Other_Specialty_Total_Research=2018
f1115418,2018,2018,Aerospace_Medical_Medicine_Total_Patient_Care=2018
f1115618,2018,2018,Aerospace_Medical_Medicine_Research=2018
f1115718,2018,2018,Anesthesiolgy_Total_Patient_Care=2018
f1115918,2018,2018,Anesthesiolgy_Research=2018
f1116018,2018,2018,Child_Psychiatric_Total_Patient_Care=2018
f1116218,2018,2018,Child_Psychiatric_Research=2018
f1116318,2018,2018,Diagnostic_Radiology_Total_Patient_Care=2018
f1116518,2018,2018,Diagnostic_Radiology_Research=2018
f1116618,2018,2018,Emergency_Medical_Medicine_Total_Patient_Care=2018
f1116818,2018,2018,Emergency_Medical_Medicine_Research=2018
f1116918,2018,2018,Forensic_Pathology_Anatomic_Clinical_Total_Patient_Care=2018
f1117118,2018,2018,Forensic_Pathology_Anatomic_Clinical_Research=2018
f1117218,2018,2018,Neurology_Total_Patient_Care=2018
f1117418,2018,2018,Neurology_Research=2018
f1117518,2018,2018,Nuclear_Medical_Medicine_Total_Patient_Care=2018
f1117718,2018,2018,Nuclear_Medical_Medicine_Research=2018
f1117818,2018,2018,Occupational_Medical_Medicine_Total_Patient_Care=2018
f1118018,2018,2018,Occupational_Medical_Medicine_Research=2018
f1118118,2018,2018,Psychiatry_Total_Patient_Care=2018
f1118318,2018,2018,Psychiatry_Research=2018
f1118418,2018,2018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Total_Patient_Care=2018
f1118618,2018,2018,Pathology_Anatomic_Clinical_Anatomical_Clinic_Research=2018
f1118718,2018,2018,Physician_Medical_Medicine_Rehabilitation_Total_Patient_Care=2018
f1118918,2018,2018,Physician_Medical_Medicine_Rehabilitation_Research=2018
f1119018,2018,2018,General_Prevention_Medical_Medicine_Total_Patient_Care=2018
f1119218,2018,2018,General_Prevention_Medical_Medicine_Research=2018
f1119318,2018,2018,Public_Health_Total_Patient_Care=2018
f1119518,2018,2018,Public_Health_Research=2018
f1119618,2018,2018,Radiology_Total_Patient_Care=2018
f1119818,2018,2018,Radiology_Research=2018
f1119918,2018,2018,Radiation_Oncology_Total_Patient_Care=2018
f1120118,2018,2018,Radiation_Oncology_Research=2018
f1120218,2018,2018,Other_Specialty_Total_Patient_Care=2018
f1120418,2018,2018,Other_Specialty_Research=2018
f1120518,2018,2018,Unspecified_Total_Patient_Care=2018
f1120718,2018,2018,Unspecified_Research=2018
f1120818,2018,2018,General_Internal_Medical_Medicine_Total=2018
f1120918,2018,2018,General_Internal_Medical_Medicine_Patient_Care_Office_Based=2018
f1121118,2018,2018,General_Internal_Medical_Medicine_Patient_Care_Hospital_Full_Time_Staff=2018
f1121218,2018,2018,General_Internal_Medical_Medicine_Administration=2018
f1121318,2018,2018,General_Internal_Medical_Medicine_Teaching=2018
f1121418,2018,2018,General_Internal_Medical_Medicine_Other=2018
f1121518,2018,2018,M.D.'s_Total_Patient_Care_Non_Federal=2018
f1121618,2018,2018,Medical_Doctors_Total_Hospital_Based_Patient_Care_Non_Federal=2018
f1121718,2018,2018,M.D.'s_Total_Other_Professional_Activity=2018
f1126918,2018,2018,M.D.'s_Total_Patient_Care_Hospital_Residents=2018
f1127318,2018,2018,Medical_Doctors_Total_General_Practice_Patient_Care_Hospital_Resident=2018
f1127518,2018,2018,Medical_Doctors_Total_General_Practice_Other_Professional_Active=2018
f1127718,2018,2018,General_Internal_Medical_Medicine_Patient_Care_Hospital_Residents=2018
f1127818,2018,2018,General_Internal_Medical_Medicine_Patient_Care_Hospital_Full_Time_Staff=2018
f1127918,2018,2018,General_Internal_Medical_Medicine_Other_Professional_Active=2018
f1129118,2018,2018,General_Surgical_Other_Professional_Activity=2018
f1129718,2018,2018,Other_Surgical_Patient_Care_Hospital_Residents=2018
f1129818,2018,2018,Other_Surgical_Patient_Care_Hospital_Full_Time_Staff=2018
f1129918,2018,2018,Other_Surgical_Other_Professional_Activity=2018
f1130318,2018,2018,Psychiatry_Other_Professional_Activity=2018
f1130518,2018,2018,Other_Other_Specialty_Patient_Care_Hospital_Resident=2018
f1130618,2018,2018,Other_Other_Specialty_Patient_Care_Hospital_Full_Time_Staff=2018
f1130718,2018,2018,Other_Other_Specialty_Other_Professional_Active=2018
f1130818,2018,2018,#_Full_Time_Equivalent_Physicians_&_Dentists=2018
f1131818,2018,2018,#_Active_Dentists_35_44=2018
f1131918,2018,2018,#_Active_Dentists_45_54=2018
f1133718,2018,2018,Skilled_Nursing_Care_Beds_Set_Up=2018
f1133918,2018,2018,Intermediate_Care_Beds_Set_Up=2018
f1138618,2018,2018,#_State_General_Hospital_006_049_Beds=2018
f1138718,2018,2018,#_State_General_Hospital_050_099_Beds=2018
f1138818,2018,2018,#_State_General_Hospital_100_199_Beds=2018
f1138918,2018,2018,#_State_General_Hospital_200_299_Beds=2018
f1139018,2018,2018,#_State_General_Hospital_300+_Beds=2018
f1139118,2018,2018,Distribution_Hospital_By_00_39%_Utilization_Rate=2018
f1139218,2018,2018,Distribution_Hospital_By_40_59%_Utilization_Rate=2018
f1139318,2018,2018,Distribution_Hospital_By_60_79%_Utilization_Rate=2018
f1139418,2018,2018,Distribution_Hospital_By_80+%_Utilization_Rate=2018
f1139620,2020,2020,Veteran_Population_Estimate=2020
f1139790,1990,2000,Census_Population_(Hundreds)=1990
f1139918,2018,2018,#_Short_Term_Non_General_Long_Term_Hospital_006_049_Beds=2018
f1140018,2018,2018,#_Short_Term_Non_General_Long_Term_Hospital_050_099_Beds=2018
f1140118,2018,2018,#_Short_Term_Non_General_Long_Term_Hospital_100_199_Beds=2018
f1140218,2018,2018,#_Short_Term_Non_General_Long_Term_Hospital_200_299_Beds=2018
f1140318,2018,2018,#_Short_Term_Non_General_Long_Term_Hospital_300+_Beds=2018
f1140418,2018,2018,#_Veteran_Hospital_006_049_Beds=2018
f1140518,2018,2018,#_Veteran_Hospital_050_099_Beds=2018
f1140618,2018,2018,#_Veteran_Hospital_100_199_Beds=2018
f1140718,2018,2018,#_Veteran_Hospital_200_299_Beds=2018
f1140818,2018,2018,#_Veteran_Hospital_300+_Beds=2018
f1143718,2018,2018,Psychiatric_Care_Beds_Set_Up=2018
f1143918,2018,2018,Alcohol_Chemical_Dependent_Care_Bed_Set_Up=2018
f1144310,2010,2010,Population_White_Male_5_9=2010
f1144410,2010,2010,Population_White_Female_5_9=2010
f1144510,2010,2010,Population_White_Male_10_14=2010
f1144610,2010,2010,Population_White_Female_10_14=2010
f1144710,2010,2010,Population_White_Male_15_19=2010
f1144810,2010,2010,Population_White_Female_15_19=2010
f1144910,2010,2010,Population_White_Male_20_24=2010
f1145010,2010,2010,Population_White_Female_20_24=2010
f1145110,2010,2010,Population_White_Male_25_29=2010
f1145210,2010,2010,Population_White_Female_25_29=2010
f1145310,2010,2010,Population_White_Male_30_34=2010
f1145410,2010,2010,Population_White_Female_30_34=2010
f1145510,2010,2010,Population_White_Male_35_44=2010
f1145610,2010,2010,Population_White_Female_35_44=2010
f1145710,2010,2010,Population_White_Male_45_54=2010
f1145810,2010,2010,Population_White_Female_45_54=2010
f1145910,2010,2010,Population_White_Male_55_59=2010
f1146010,2010,2010,Population_White_Female_55_59=2010
f1146310,2010,2010,Population_White_Male_65_74=2010
f1146410,2010,2010,Population_White_Female_65_74=2010
f1146510,2010,2010,Population_White_Male_75_84=2010
f1146610,2010,2010,Population_White_Female_75_84=2010
f1146910,2010,2010,Population_Black_African_American_Male_5_9=2010
f1147010,2010,2010,Population_Black_African_American_Female_5_9=2010
f1147110,2010,2010,Population_Black_African_American_Male_10_14=2010
f1147210,2010,2010,Population_Black_African_American_Female_10_14=2010
f1147310,2010,2010,Population_Black_African_American_Male_15_19=2010
f1147410,2010,2010,Population_Black_African_American_Female_15_19=2010
f1147510,2010,2010,Population_Black_African_American_Male_20_24=2010
f1147610,2010,2010,Population_Black_African_American_Female_20_24=2010
f1147710,2010,2010,Population_Black_African_American_Male_25_29=2010
f1147810,2010,2010,Population_Black_African_American_Female_25_29=2010
f1147910,2010,2010,Population_Black_African_American_Male_30_34=2010
f1148010,2010,2010,Population_Black_African_American_Female_30_34=2010
f1148110,2010,2010,Population_Black_African_American_Male_35_44=2010
f1148210,2010,2010,Population_Black_African_American_Female_35_44=2010
f1148310,2010,2010,Population_Black_African_American_Male_45_54=2010
f1148410,2010,2010,Population_Black_African_American_Female_45_54=2010
f1148510,2010,2010,Population_Black_African_American_Male_55_59=2010
f1148610,2010,2010,Population_Black_African_American_Female_55_59=2010
f1148910,2010,2010,Population_Black_African_American_Male_65_74=2010
f1149010,2010,2010,Population_Black_African_American_Female_65_74=2010
f1149110,2010,2010,Population_Black_African_American_Male_75_84=2010
f1149210,2010,2010,Population_Black_African_American_Female_75_84=2010
f1149310,2010,2010,Population_American_Indian_Alaska_Native_Male_<_5=2010
f1149410,2010,2010,Population_American_Indian_Alaska_Native_Female_<_5=2010
f1149510,2010,2010,Population_American_Indian_Alaska_Native_Male_5_9=2010
f1149610,2010,2010,Population_American_Indian_Alaska_Native_Female_5_9=2010
f1149710,2010,2010,Population_American_Indian_Alaska_Native_Male_10_14=2010
f1149810,2010,2010,Population_American_Indian_Alaska_Native_Female_10_14=2010
f1149910,2010,2010,Population_American_Indian_Alaska_Native_Male_15_19=2010
f1150010,2010,2010,Population_American_Indian_Alaska_Native_Female_15_19=2010
f1150110,2010,2010,Population_American_Indian_Alaska_Native_Male_20_24=2010
f1150210,2010,2010,Population_American_Indian_Alaska_Native_Female_20_24=2010
f1150310,2010,2010,Population_American_Indian_Alaska_Native_Male_25_29=2010
f1150410,2010,2010,Population_American_Indian_Alaska_Native_Female_25_29=2010
f1150510,2010,2010,Population_American_Indian_Alaska_Native_Male_30_34=2010
f1150610,2010,2010,Population_American_Indian_Alaska_Native_Female_30_34=2010
f1150710,2010,2010,Population_American_Indian_Alaska_Native_Male_35_44=2010
f1150810,2010,2010,Population_American_Indian_Alaska_Native_Female_35_44=2010
f1150910,2010,2010,Population_American_Indian_Alaska_Native_Male_45_54=2010
f1151010,2010,2010,Population_American_Indian_Alaska_Native_Female_45_54=2010
f1151110,2010,2010,Population_American_Indian_Alaska_Native_Male_55_59=2010
f1151210,2010,2010,Population_American_Indian_Alaska_Native_Female_55_59=2010
f1151310,2010,2010,Population_American_Indian_Alaska_Native_Male_60_64=2010
f1151410,2010,2010,Population_American_Indian_Alaska_Native_Female_60_64=2010
f1151510,2010,2010,Population_American_Indian_Alaska_Native_Male_65_74=2010
f1151610,2010,2010,Population_American_Indian_Alaska_Native_Female_65_74=2010
f1151710,2010,2010,Population_American_Indian_Alaska_Native_Male_75_84=2010
f1151810,2010,2010,Population_American_Indian_Alaska_Native_Female_75_84=2010
f1154510,2010,2010,Population_Some_Other_Race_Male_<_5=2010
f1154610,2010,2010,Population_Some_Other_Race_Female_<_5=2010
f1154710,2010,2010,Population_Some_Other_Race_Male_5_9=2010
f1154810,2010,2010,Population_Some_Other_Race_Female_5_9=2010
f1154910,2010,2010,Population_Some_Other_Race_Male_10_14=2010
f1155010,2010,2010,Population_Some_Other_Race_Female_10_14=2010
f1155110,2010,2010,Population_Some_Other_Race_Male_15_19=2010
f1155210,2010,2010,Population_Some_Other_Race_Female_15_19=2010
f1155310,2010,2010,Population_Some_Other_Race_Male_20_24=2010
f1155410,2010,2010,Population_Some_Other_Race_Female_20_24=2010
f1155510,2010,2010,Population_Some_Other_Race_Male_25_29=2010
f1155610,2010,2010,Population_Some_Other_Race_Female_25_29=2010
f1155710,2010,2010,Population_Some_Other_Race_Male_30_34=2010
f1155810,2010,2010,Population_Some_Other_Race_Female_30_34=2010
f1155910,2010,2010,Population_Some_Other_Race_Male_35_44=2010
f1156010,2010,2010,Population_Some_Other_Race_Female_35_44=2010
f1156110,2010,2010,Population_Some_Other_Race_Male_45_54=2010
f1156210,2010,2010,Population_Some_Other_Race_Female_45_54=2010
f1156310,2010,2010,Population_Some_Other_Race_Male_55_59=2010
f1156410,2010,2010,Population_Some_Other_Race_Female_55_59=2010
f1156510,2010,2010,Population_Some_Other_Race_Male_60_64=2010
f1156610,2010,2010,Population_Some_Other_Race_Female_60_64=2010
f1156710,2010,2010,Population_Some_Other_Race_Male_65_74=2010
f1156810,2010,2010,Population_Some_Other_Race_Female_65_74=2010
f1156910,2010,2010,Population_Some_Other_Race_Male_75_84=2010
f1157010,2010,2010,Population_Some_Other_Race_Female_75_84=2010
f1157110,2010,2010,Population_Hispanic_Latino_Male_<_5=2010
f1157210,2010,2010,Population_Hispanic_Latino_Female_<_5=2010
f1157310,2010,2010,Population_Hispanic_Latino_Male_5_9=2010
f1157410,2010,2010,Population_Hispanic_Latino_Female_5_9=2010
f1157510,2010,2010,Population_Hispanic_Latino_Male_10_14=2010
f1157610,2010,2010,Population_Hispanic_Latino_Female_10_14=2010
f1157710,2010,2010,Population_Hispanic_Latino_Male_15_19=2010
f1157810,2010,2010,Population_Hispanic_Latino_Female_15_19=2010
f1157910,2010,2010,Population_Hispanic_Latino_Male_20_24=2010
f1158010,2010,2010,Population_Hispanic_Latino_Female_20_24=2010
f1158110,2010,2010,Population_Hispanic_Latino_Male_25_29=2010
f1158210,2010,2010,Population_Hispanic_Latino_Female_25_29=2010
f1158310,2010,2010,Population_Hispanic_Latino_Male_30_34=2010
f1158410,2010,2010,Population_Hispanic_Latino_Female_30_34=2010
f1158510,2010,2010,Population_Hispanic_Latino_Male_35_44=2010
f1158610,2010,2010,Population_Hispanic_Latino_Female_35_44=2010
f1158710,2010,2010,Population_Hispanic_Latino_Male_45_54=2010
f1158810,2010,2010,Population_Hispanic_Latino_Female_45_54=2010
f1158910,2010,2010,Population_Hispanic_Latino_Male_55_59=2010
f1159010,2010,2010,Population_Hispanic_Latino_Female_55_59=2010
f1159110,2010,2010,Population_Hispanic_Latino_Male_60_64=2010
f1159210,2010,2010,Population_Hispanic_Latino_Female_60_64=2010
f1159310,2010,2010,Population_Hispanic_Latino_Male_65_74=2010
f1159410,2010,2010,Population_Hispanic_Latino_Female_65_74=2010
f1159510,2010,2010,Population_Hispanic_Latino_Male_75_84=2010
f1159610,2010,2010,Population_Hispanic_Latino_Female_75_84=2010
f1160310,2010,2010,#_Single_Parent_Households=2010
f1160410,2010,2010,#_Single_Parent_Households_White=2010
f1160510,2010,2010,#_Single_Parent_Households_Black_African_American=2010
f1160610,2010,2010,#_Single_Parent_Households_American_Indian_Alaska_Native=2010
f1160810,2010,2010,#_Single_Parent_Household_Hispanic_Latino=2010
f1164010,2010,2010,Population_Male_75_84=2010
f1164110,2010,2010,Population_Female_75_84=2010
f1164210,2010,2010,Population_Male_>_84=2010
f1164310,2010,2010,Population_Female_>_84=2010
f1164410,2010,2010,Population_White_Male_>_84=2010
f1164510,2010,2010,Population_White_Female_>_84=2010
f1164610,2010,2010,Population_Black_African_American_Male_>_84=2010
f1164710,2010,2010,Population_Black_African_American_Female_>_84=2010
f1164810,2010,2010,Population_American_Indian_Alaska_Native_Male_>_84=2010
f1164910,2010,2010,Population_American_Indian_Alaska_Native_Female_>_84=2010
f1165210,2010,2010,Population_Some_Other_Race_Male_>_84=2010
f1165310,2010,2010,Population_Some_Other_Race_Female_>_84=2010
f1165410,2010,2010,Population_Hispanic_Latino_Male_>_84=2010
f1165510,2010,2010,Population_Hispanic_Latino_Female_>_84=2010
f1166110,2010,2010,#_White_Households=2010
f1166210,2010,2010,#_Black_African_American_Households=2010
f1166310,2010,2010,#_American_Indian_Alaska_Native_Households=2010
f1166510,2010,2010,#_Some_Other_Race_Households=2010
f1166610,2010,2010,#_Hispanic_Latino_Households=2010
f1167418,2018,2018,Allergy_&_Immunology_Total=2018
f1167518,2018,2018,Allergy&Immunology_Total_Patient_Care=2018
f1167618,2018,2018,Allergy&Immunology_Patient_Care_Office_Based=2018
f1167918,2018,2018,Allergy&Immunology_Patient_Care_Hospital_Full_Time_Staff=2018
f1168018,2018,2018,Allergy&Immunology_Administration=2018
f1168118,2018,2018,Allergy&Immunology_Teaching=2018
f1168218,2018,2018,Allergy&Immunology_Research=2018
f1168318,2018,2018,Allergy&Immunology_Other=2018
f1168418,2018,2018,Obstetrics_Gynecology_General_Total=2018
f1168518,2018,2018,Obstetrics_Gynecology_General_Total_Patient_Care=2018
f1168618,2018,2018,Obstetrics_Gynecology_General_Patient_Care_Office_Based=2018
f1168918,2018,2018,Obstetrics_Gynecology_General_Patient_Care_Hospital_Full_Time_Staff=2018
f1169018,2018,2018,Obstetrics_Gynecology_General_Administration=2018
f1169118,2018,2018,Obstetrics_Gynecology_General_Teaching=2018
f1169218,2018,2018,Obstetrics_Gynecology_General_Research=2018
f1169318,2018,2018,Obstetrics_Gynecology_General_Other=2018
f1169418,2018,2018,Obstetrics_Gynecology_Subspecialties_Total=2018
f1169518,2018,2018,Obstetrics_Gynecology_Subspecialties_Total_Patient_Care=2018
f1169618,2018,2018,Obstetrics_Gynecology_Subspecialties_Patient_Care_Office_Based=2018
f1169918,2018,2018,Obstetrics_Gynecology_Subspecialties_Patient_Care_Hospital_Full_Time_Staff=2018
f1170018,2018,2018,Obstetrics_Gynecology_Subspecialties_Administration=2018
f1170118,2018,2018,Obstetrics_Gynecology_Subspecialties_Teaching=2018
f1170218,2018,2018,Obstetrics_Gynecology_Subspecialties_Research=2018
f1170318,2018,2018,Obstetrics_Gynecology_Subspecialties_Other=2018
f1170418,2018,2018,Pediatrics_General_Total=2018
f1170518,2018,2018,Pediatrics_General_Total_Patient_Care=2018
f1170618,2018,2018,Pediatrics_General_Patient_Care_Office_Based=2018
f1170918,2018,2018,Pediatrics_General_Patient_Care_Hospital_Full_Time_Staff=2018
f1171018,2018,2018,Pediatrics_General_Administration=2018
